Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
331,Udipi Lunch Home,2,10,50,500,Mumbai,Gamdevi,FALSE,0
332,Artience Patisserie & Chocolaterie,4.3,10,50,600,Mumbai,Grant Road,FALSE,1
333,Tude - Premium Ice-Creams,2,10,100,500,Mumbai,Tulsiwadi,FALSE,2
334,Tude - Premium Ice Creams,2,10,50,300,Mumbai,Tardeo,FALSE,2
335,Tokyo Treat,4.9,10,175,1200,Mumbai,Tardeo,FALSE,7
336,Chapati Homemade,2,10,50,500,Mumbai,Kamathipura,FALSE,0
337,Papacream,3,5,30,300,Mumbai,Tardeo,FALSE,0
338,Amore Gelato,4.5,5,30,400,Mumbai,Tardeo,FALSE,1
339,Habbit,2,10,50,400,Mumbai,Tardeo,FALSE,2
340,Natch,2,10,50,600,Mumbai,Tardeo,FALSE,1
341,Evergreen Restaurant,2,10,100,500,Mumbai,Agripada,FALSE,0
342,Indigo Bar & Restaurant,5,10,150,1500,Mumbai,Grant Road,FALSE,0
343,Sushiya,3.7,10,100,1100,Mumbai,Tardeo,FALSE,5
344,Shen Chinese House,2,10,50,500,Mumbai,Tardeo,FALSE,0
345,The Don,2,10,50,500,Mumbai,Tardeo,FALSE,0
346,Heena Tandoor,4,10,50,400,Mumbai,Mumbai Central,FALSE,4
347,Selfcare By Suman Agarwal,2,10,50,500,Mumbai,Tardeo,FALSE,1
348,Vadilal,4.1,10,75,500,Mumbai,Tardeo,FALSE,2
349,Goan Spice,3.6,10,150,900,Mumbai,Tardeo,FALSE,3
350,Food Box,4.1,10,50,500,Mumbai,Mumbai Central,FALSE,7
351,Yummo,3,5,30,200,Mumbai,Tardeo,FALSE,0
352,Vadilal Ice Cream,4.4,10,50,200,Mumbai,Tardeo,FALSE,2
353,Cafe Nagina,2,10,50,500,Mumbai,Kamathipura,FALSE,0
354,Jain Dairy,2,10,100,200,Mumbai,Grant Road,FALSE,1
355,Batc Patisserie,2,10,50,500,Mumbai,Agripada,FALSE,1
356,The Cheesy Crust,4,10,50,300,Mumbai,Tulsiwadi,FALSE,4
357,The Cheesy Crust,3,10,75,500,Mumbai,Tardeo,FALSE,0
358,Camy Wafers,4.1,10,150,750,Mumbai,Kamathipura,FALSE,0
359,Underground Fries Co,2,10,50,300,Mumbai,Tardeo,FALSE,0
360,Mezaya,4.2,10,50,500,Mumbai,Mumbai Central,FALSE,2
361,Cafe Zam Zam,3.5,10,100,400,Mumbai,Mumbai Central,FALSE,6
362,Vaibhav Veg & Non-Veg Family Restaurant,2,10,50,500,Mumbai,Grant Road,FALSE,0
363,"Celejor, Nishanpada Lane",3.7,10,75,450,Mumbai,Agripada,FALSE,0
364,Bihari Hotel,2,10,100,500,Mumbai,Nagpada,FALSE,0
365,Monte Carlo By Suchita,2,10,50,500,Mumbai,Grant Road,FALSE,0
366,Amar,4,10,100,1000,Mumbai,Tardeo,FALSE,5
367,Nasiri Restaurant,2,10,50,500,Mumbai,Grant Road East,FALSE,0
368,The Tiny Tub,3,5,30,500,Mumbai,Tardeo,FALSE,2
369,Trayog,2,10,50,400,Mumbai,Tardeo,FALSE,1
370,Fries Before Guys,3,5,30,400,Mumbai,Tardeo,FALSE,1
371,Pratiksha Bar & Restaurant,3.9,10,75,600,Mumbai,Mumbai Central,FALSE,10
372,MARHABA HOTEL S K R,2,10,50,500,Mumbai,Kamathipura,FALSE,0
373,Babloo's Chinese,2,10,50,350,Mumbai,Mumbai Central,FALSE,1
374,Babloo's Chinese,3,5,30,350,Mumbai,Mumbai Central,FALSE,0
375,Saeed Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
376,Prana Kitchen,2,10,50,500,Mumbai,Grant Road West,FALSE,0
377,SA Caterers,2,10,50,100,Mumbai,Mumbai Central,FALSE,1
378,Pramod Bar & Kitchen,2,10,50,500,Mumbai,Tardeo,FALSE,0
379,Smart Bakers,2,10,100,500,Mumbai,Kamathipura,FALSE,0
380,New York Burrito Company,2,10,100,500,Mumbai,Grant Road,FALSE,0
381,Ali Caterers,3,10,75,300,Mumbai,Kamathipura,FALSE,0
382,New Udipi Niketan,3.9,10,50,500,Mumbai,Mumbai Central,FALSE,12
383,Cravings,2,10,50,150,Mumbai,Grant Road West,FALSE,1
384,Sayeed Seekh Kabab Centre,4.1,10,50,250,Mumbai,Mumbai Central,FALSE,1
385,Dispozable,3,5,30,500,Mumbai,Kamathipura,FALSE,0
386,Cafe Zeenat,3.7,20,125,500,Mumbai,Mumbai Central,FALSE,9
387,Al Baik - Al Brost,3.8,3,25,300,Mumbai,Grant Road,FALSE,3
388,New Mid Town Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
389,Hotel New Udupi Niketan,2,10,50,500,Mumbai,Byculla,FALSE,4
390,Hotel Shabnam,4.4,10,50,500,Mumbai,Grant Road,FALSE,2
391,Celejor,4.4,5,30,300,Mumbai,Agripada,FALSE,6
392,The Sweet Tooth,2,10,50,300,Mumbai,Grant Road,FALSE,0
393,5Mestick Chinese Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
394,Shabnam Restaurant,2,10,50,500,Mumbai,Grant Road,FALSE,8
395,Shree Manjunath,2.4,10,200,1150,Mumbai,Agripada,FALSE,0
396,LSD - Love Sugar & Dough,3.9,10,75,350,Mumbai,Agripada,FALSE,4
397,Mini Punjab-The Cafe,3.3,10,100,800,Mumbai,Grant Road,FALSE,4
398,Peace Cafe,2,10,50,500,Mumbai,Agripada,FALSE,5
399,Madni Chinese Cuisine,2,10,50,500,Mumbai,Kamathipura,FALSE,0
400,Morbiwala,4.1,10,50,300,Mumbai,Tardeo,FALSE,7
401,Drizl Bakes,2,10,50,200,Mumbai,Mumbai Central,FALSE,9
402,Safraj Chicken Biryani,2,10,50,500,Mumbai,Kamathipura,FALSE,0
403,The Range Restaurant & Bar,4.1,10,50,500,Mumbai,Kamathipura,FALSE,0
404,Tadka,3,10,125,600,Mumbai,Tardeo,FALSE,6
405,Outta Space Burgers,3.6,10,100,600,Mumbai,Tardeo,FALSE,3
406,Panche Designer Studio,2,10,50,500,Mumbai,Agripada,FALSE,0
407,Hookah,2,10,100,500,Mumbai,Agripada,FALSE,0
408,Punjabi Chaska,2,10,100,500,Mumbai,Grant Road,FALSE,7
409,Cafe Day Break,3.5,10,50,300,Mumbai,Grant Road,FALSE,3
410,Punjab Sind,3,5,30,200,Mumbai,Tardeo,FALSE,0
411,A R S Seekh Kebab Centre,2,10,50,500,Mumbai,Agripada,FALSE,0
412,Off The Menu Pizzeria,4,5,30,500,Mumbai,Tardeo,FALSE,1
413,Dil Bar,4,10,50,500,Mumbai,Grant Road,FALSE,0
414,AM Patisserie,3,5,30,300,Mumbai,Grant Road,FALSE,0
415,Instawich - Desi Sandwiches,3,5,30,300,Mumbai,Tardeo,FALSE,0
416,Swati Caterers,4.3,10,50,,Mumbai,Grant Road West,FALSE,5
417,The Roll Mafia,2,10,50,500,Mumbai,Agripada,FALSE,0
418,Alhamdulillah Food Corner,3.5,10,50,400,Mumbai,Byculla,FALSE,2
419,Juno's Pizza by EatFit- Baking Fresh Since 1974,3.6,10,100,500,Mumbai,Grant Road West,FALSE,10
420,Fettuccine Pastas And Paninis,2,10,100,1000,Mumbai,Tardeo,FALSE,0
421,Tapri Vada,3,5,30,200,Mumbai,Tardeo,FALSE,0
422,Swaati Pan Mukhwas,2,10,50,100,Mumbai,Tardeo,FALSE,1
423,Dum O Biryania,2,10,50,500,Mumbai,Agripada,FALSE,0
424,Prisim Health Food,2,10,50,400,Mumbai,Grant Road,FALSE,10
425,Aarey Stall,2,10,50,500,Mumbai,Grant Road West,FALSE,0
426,Harvest Salad Co,2,10,50,600,Mumbai,Tardeo,FALSE,2
427,Bambo Bakehouse,3.8,10,50,500,Mumbai,Tardeo,FALSE,1
428,B'Cheesy,3.3,10,50,400,Mumbai,Grant Road,FALSE,2
429,Maiz Mexican Kitchen,3.7,10,75,650,Mumbai,Tardeo,FALSE,2
430,Anmol Bakery,2,10,100,500,Mumbai,Kamathipura,FALSE,0
431,Hong Kong Noodles,2,10,50,500,Mumbai,Kamathipura,FALSE,0
432,Oriental Kitchen,4.2,10,75,600,Mumbai,Mahalaxmi,FALSE,3
433,Gourmet Ice cream Cakes by Baskin Robbins,4,10,100,600,Mumbai,Tardeo,FALSE,1
434,Chandu Sangle's Tasty,2,10,50,400,Mumbai,Grant Road,FALSE,3
435,Hilal -E- Anwar Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
436,The Million Dollar Milk Shake,2,10,50,500,Mumbai,Tardeo,FALSE,0
437,The Blue Gourmet,3,5,30,400,Mumbai,Peddar Road,FALSE,0
438,Papa Jango's Pizza,3.9,10,50,500,Mumbai,Grant Road West,FALSE,4
439,Maiz Mexican Kitchen,3.8,10,75,700,Mumbai,Grant Road West,FALSE,4
440,Snack Chat,3.2,10,50,400,Mumbai,Grant Road,FALSE,2
441,Fusion,3.1,10,100,450,Mumbai,Tardeo,FALSE,0
442,Udipi Refreshment,2,10,100,500,Mumbai,Kamathipura,FALSE,0
443,Indian Art Works,2,10,50,500,Mumbai,Kamathipura,FALSE,0
444,Cuppa City,3,5,30,500,Mumbai,Grant Road East,FALSE,0
445,Jenny's Brownies,2,10,50,200,Mumbai,Grant Road,FALSE,2
446,Maji Sagar Fast Food,4.2,10,50,300,Mumbai,Tardeo,FALSE,1
447,Papa Jango's Pizza,3.6,10,75,250,Mumbai,Grant Road,FALSE,2
448,The Bitcoin Lounge,3.1,10,50,500,Mumbai,Agripada,FALSE,0
449,Mexibay Mexican Kitchen,3,5,30,500,Mumbai,Grant Road,FALSE,2
450,Sun Burger,3.4,5,30,700,Mumbai,Tardeo,FALSE,1
451,Mexibay - Burritos & More,2,10,50,300,Mumbai,Grant Road,FALSE,5
452,Junction Restaurant & Bar,2,10,50,500,Mumbai,Grant Road,FALSE,0
453,Mixtale Beverages,2,10,50,500,Mumbai,Tardeo,FALSE,0
454,Wack Waffle & Brownies,3,10,75,350,Mumbai,Grant Road West,FALSE,0
455,Fries-Hee-Fries,3.6,10,50,600,Mumbai,Mumbai Central,FALSE,1
456,Nagori Aqsa Milk & Tea,2,10,50,500,Mumbai,Kamathipura,FALSE,0
457,Fettuccine,2,10,100,700,Mumbai,Tardeo,FALSE,0
458,Cafe Dinyar Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
459,Cafe Dinyar,3.9,10,50,500,Mumbai,Kamathipura,FALSE,4
460,Baskin Robbins,4,10,75,300,Mumbai,Tardeo,FALSE,31
461,Saranga Resto,3.8,10,75,600,Mumbai,Grant Road,FALSE,12
462,Stop Eat Repeat,2,10,50,500,Mumbai,Tardeo,FALSE,0
463,CakeZone,3,10,75,600,Mumbai,Grant Road,FALSE,1
464,Nagori Qadri Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
465,Bombay Street,2,10,50,150,Mumbai,Grant Road,FALSE,6
466,Naturally Delicious,2,10,50,400,Mumbai,Grant Road,FALSE,3
467,Hotel Veg Land,2,10,50,500,Mumbai,Grant Road,FALSE,0
468,Star Of Gujrat Restaurant,3.3,10,50,350,Mumbai,Mumbai Central,FALSE,4
469,New Grand Hotel,4.2,10,100,500,Mumbai,Agripada,FALSE,0
470,Brownie Point,3.7,20,125,500,Mumbai,Tardeo,FALSE,1
471,Mumbai Dabbawala Food,3,5,30,500,Mumbai,Grant Road,FALSE,0
472,R.R Momos,3,5,30,300,Mumbai,Mahalaxmi,FALSE,0
473,Good Luck,2,10,50,300,Mumbai,Grant Road,FALSE,4
474,Sai Ram Food Stall,2,10,50,500,Mumbai,Tardeo,FALSE,0
475,Badshah Cakes,2.5,20,50,200,Mumbai,Mumbai Central,FALSE,1
476,Sai Ram Food Stall,2,10,50,500,Mumbai,Tardeo,FALSE,0
477,Sultani Restaurant,2,10,50,200,Mumbai,Kamathipura,FALSE,0
478,Sufisfitnesshealthymeals,3,5,30,500,Mumbai,Agripada,FALSE,0
479,Food Darzee,4.3,5,30,700,Mumbai,Grant Road,FALSE,1
480,Baked Darzee,3.9,5,30,600,Mumbai,Grant Road,FALSE,1
481,MM Mithaiwala,3,5,30,200,Mumbai,Grant Road,FALSE,0
482,One Step Up Bar & Grill,2,10,50,500,Mumbai,Tardeo,FALSE,0
483,Chirag-E-Arab Hotel,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
484,The Kulfi House,2,10,50,250,Mumbai,Kamathipura,FALSE,4
485,Aandata Aahar Kendra,2,10,50,500,Mumbai,Grant Road,FALSE,0
486,Nawab,4,10,125,600,Mumbai,Kamathipura,FALSE,6
487,Lawa Sisa Cafe,2,10,50,500,Mumbai,Grant Road,FALSE,0
488,Food Delight,3,5,30,500,Mumbai,Kamathipura,FALSE,0
489,Casa Blanca,4,10,100,600,Mumbai,Agripada,FALSE,2
490,Star Of Gujrat Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
491,Momos Corner,2,10,100,500,Mumbai,Agripada,FALSE,0
492,Mahableshwar Bar & Restaurant,3,10,75,600,Mumbai,Tardeo,FALSE,7
493,Hotel Mahableshwar Bar & Restaurant,2,10,50,500,Mumbai,Tulsiwadi,FALSE,0
494,Royal Taste,4,10,50,200,Mumbai,Mumbai Central,FALSE,1
495,Fusion Fast Food,2,10,50,400,Mumbai,Tardeo,FALSE,4
496,Cafe Diamond Hotel,2,10,50,500,Mumbai,Grant Road,FALSE,0
497,Taj Restaurant,3,10,75,300,Mumbai,Grant Road,FALSE,2
498,Cafe Firdos,2,10,50,500,Mumbai,Kamathipura,FALSE,0
499,Yes I Dough,2,10,50,300,Mumbai,Grant Road,FALSE,5
500,Mahabaleshwar Bar & Restaurant,2,10,50,500,Mumbai,Tardeo,FALSE,0
501,Rowel Parel,2,10,50,500,Mumbai,Agripada,FALSE,0
502,M Resto Bar,2,10,50,500,Mumbai,Tulsiwadi,FALSE,0
503,Sanvi's Kitchen,2,10,50,300,Mumbai,Byculla,FALSE,2
504,Kalyani Vilas Hindu Hotel,2,10,50,500,Mumbai,Kamathipura,FALSE,0
505,Greeb Nawaz Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
506,Iqbal Kamali,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
507,Barkha Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
508,Parsilicious,2,10,50,300,Mumbai,Grant Road,FALSE,0
509,AlBroast Fast Food,2,10,50,500,Mumbai,Kamathipura,FALSE,0
510,Zahoora Sweets & Confectionery,4,10,50,350,Mumbai,Nagpada,FALSE,4
511,Mahableshwar,3.8,10,125,1250,Mumbai,Tulsiwadi,FALSE,16
512,Sanvi's Kitchen,3,5,30,250,Mumbai,Agripada,FALSE,0
513,Cake Lab,2,10,50,600,Mumbai,Mumbai Central,FALSE,3
514,Foodie meals on wheels,2,10,50,500,Mumbai,Tulsiwadi,FALSE,0
515,The Cake Farm,3,10,75,400,Mumbai,Mumbai Central,FALSE,3
516,Chocalate In Heaven,3,10,75,500,Mumbai,Mumbai Central,FALSE,3
517,Cakes Of Paradise,2.9,10,75,400,Mumbai,Mumbai Central,FALSE,3
518,Popofiki The Chef,2,10,50,500,Mumbai,Grant Road East,FALSE,0
519,Akbarallys Covenio,2,10,50,500,Mumbai,Grant Road East,FALSE,0
520,Cake For Date,2,10,50,400,Mumbai,Mumbai Central,FALSE,3
521,Mahabaleshwar Lunch Home,3,5,30,500,Mumbai,Tardeo,FALSE,0
522,Nawab Restaurant,2,10,100,500,Mumbai,Nagpada,FALSE,0
523,The taste of kerala,3.5,10,75,750,Mumbai,Grant Road East,FALSE,0
524,Say It With Cake,2,10,50,200,Mumbai,Mumbai Central,FALSE,2
525,Al Baik - Al Brost,2,10,50,400,Mumbai,Kamathipura,FALSE,0
526,Parsilicious By Dilshad Karande,4.3,10,50,300,Mumbai,Grant Road,FALSE,2
527,Ovenly Patisserie,2,10,50,400,Mumbai,Peddar Road,FALSE,2
528,Pleasi'g Apetite,2,10,50,300,Mumbai,Tardeo,FALSE,2
529,Gold Coins Veg X,4.2,3,25,1900,Mumbai,Tardeo,FALSE,68
530,J J Shawarma,3.5,20,50,150,Mumbai,"Khairul Islam Higher Education Society's Maharashtra College of Arts, Science & Commerce",FALSE,12
531,U.P Dairy And Sweets,2,10,50,300,Mumbai,Byculla,FALSE,1
532,Yummy Hut,3,5,30,200,Mumbai,Mumbai Central,FALSE,0
533,Joshi Budhhakaka Mahim Halwawala,2,10,50,500,Mumbai,Grant Road,FALSE,0
534,Sushi And More,2,10,50,500,Mumbai,Tardeo,FALSE,0
535,Ram Krishna Veg Restaurant,2,10,50,500,Mumbai,Agripada,FALSE,0
536,Fizaa Foods Exports,3,5,30,500,Mumbai,Kamathipura,FALSE,0
537,Divine Treat,2,10,50,200,Mumbai,Grant Road,FALSE,1
538,Lebanese Kitchen,2,10,100,500,Mumbai,Mumbai Central,FALSE,0
539,Om Sai Vada Pav Dosa Center,2,10,50,500,Mumbai,Agripada,FALSE,0
540,Bharat Ratna,2,10,100,500,Mumbai,Mumbai Central,FALSE,1
541,Mariyam Milk Center,2,10,50,500,Mumbai,Nagpada,FALSE,0
542,Sanjay Driver,2,10,50,500,Mumbai,Agripada,FALSE,0
543,Food Chaska,2,10,50,200,Mumbai,Grant Road,FALSE,1
544,Aristocrat Fruit Exporters,2,10,50,500,Mumbai,Tardeo,FALSE,0
545,Cake Street,3,10,75,300,Mumbai,Mumbai Central,FALSE,1
546,Mishri Bhog,3,5,30,300,Mumbai,Grant Road,FALSE,0
547,Sagar Fish,2,10,100,500,Mumbai,Agripada,FALSE,0
548,Peesum Foods,3,5,30,200,Mumbai,Agripada,FALSE,0
549,Shama Tea,3,5,30,500,Mumbai,Kamathipura,FALSE,0
550,New Sitara Eating House,2,10,50,500,Mumbai,Kamathipura,FALSE,0
551,Desi Tadka,4.7,10,75,200,Mumbai,Agripada,FALSE,7
552,Bhaijaan's Shawarma,3,5,30,500,Mumbai,Nagpada,FALSE,0
553,China Land,4.1,10,150,700,Mumbai,Tardeo,FALSE,5
554,Cake Factory,2,10,50,100,Mumbai,Kamathipura,FALSE,0
555,Cake Adda,2,10,50,100,Mumbai,Kamathipura,FALSE,0
556,Cake Paradise,2,10,50,100,Mumbai,Kamathipura,FALSE,0
557,Cake Point,2,10,50,200,Mumbai,Kamathipura,FALSE,1
558,Bonjour Cakes,2,10,50,100,Mumbai,Kamathipura,FALSE,0
559,Cake Junction,2,10,50,100,Mumbai,Kamathipura,FALSE,0
560,Mohammedi Restaurant,2,10,50,200,Mumbai,Grant Road,FALSE,2
561,Nazia Chicken Biryani,2,10,50,500,Mumbai,Kamathipura,FALSE,0
562,Frosty Ice Cream,3.1,10,50,200,Mumbai,Tardeo,FALSE,2
563,Frosty Handchurned Ice Cream,2,10,50,150,Mumbai,Tardeo,FALSE,0
564,King Of Chinese,4.1,10,50,200,Mumbai,Bhuleshwar,FALSE,1
565,King Of Chinese,3,10,75,500,Mumbai,Mumbai Central,FALSE,1
566,Kalpana Restaurant & Bar,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
567,Eat And Post,2,10,50,500,Mumbai,Byculla West,FALSE,0
568,Mohammadi Restaurant,2,10,50,500,Mumbai,Grant Road,FALSE,0
569,KGN Center,2,10,50,250,Mumbai,Byculla West,FALSE,0
570,Akshay Snacks,3.8,10,50,300,Mumbai,Tardeo,FALSE,4
571,Annapurna Catering,3,5,30,200,Mumbai,Tardeo,FALSE,0
572,Gurav Bhojnalay,3,5,30,300,Mumbai,Tardeo,FALSE,0
573,Khan Lazeez,3,5,30,200,Mumbai,Grant Road,FALSE,0
574,Cake’S Bro,3,10,75,500,Mumbai,Grant Road,FALSE,0
575,Ale MT,3,5,30,200,Mumbai,Grant Road,FALSE,0
576,Tibb's Biryani Tadka,3,5,30,500,Mumbai,Tardeo,FALSE,0
577,Annamrita,2,10,50,500,Mumbai,Bay Side Mall,FALSE,0
578,Nityanand Tea House,2,10,50,450,Mumbai,Bhendi Bazar,FALSE,4
579,Rahul's Food Court,3,10,100,500,Mumbai,Tardeo,FALSE,5
580,Haji Abdul Kalam Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
581,Superb Thanda,3,5,30,500,Mumbai,Agripada,FALSE,0
582,Eat & Post,3.6,10,50,500,Mumbai,Mumbai Central,FALSE,1
583,Food Chaska,2,10,100,500,Mumbai,Kamathipura,FALSE,0
584,Rustam Saheb,2,10,50,400,Mumbai,Mumbai Central,FALSE,0
585,Chinese Park,2,10,50,400,Mumbai,Mumbai Central,FALSE,1
586,Chinese Nation,3.3,10,50,500,Mumbai,Mumbai Central,FALSE,1
587,Sayyadi Restaurant,2,10,50,500,Mumbai,Kamathipura,FALSE,0
588,Chunkies Nagpada,2,10,50,500,Mumbai,Kamathipura,FALSE,0
589,Central Bakery,2,10,100,500,Mumbai,Grant Road,FALSE,0
590,Hayat Sweet,3,5,30,500,Mumbai,Grant Road,FALSE,0
591,Sajid Chicken Biryani,2,10,50,500,Mumbai,Kamathipura,FALSE,0
592,Shareef Hotel,2,10,50,500,Mumbai,Byculla West,FALSE,0
593,Moji's Chinese - Sagar Snacks,2,10,50,500,Mumbai,Bay Side Mall,FALSE,0
594,Afzal Sweets,2,10,50,500,Mumbai,Mumbai Central,FALSE,4
595,Kgn Hotel,2,10,100,500,Mumbai,Byculla West,FALSE,0
596,K.G.N Fast Food,2,10,50,300,Mumbai,Mumbai Central,FALSE,1
597,Samrat Bar,2,10,50,500,Mumbai,Kamathipura,FALSE,0
598,Bismillah Restaurant,2,10,100,500,Mumbai,Kamathipura,FALSE,0
599,S.Amir Hasan Chana Shop,2,10,50,500,Mumbai,Kamathipura,FALSE,0
600,Saba Cakes,2,10,50,500,Mumbai,Byculla West,FALSE,0
601,The Spice & Bakes,2,10,50,500,Mumbai,Kamathipura,FALSE,0
602,Allah Beli Hotel,2,10,50,350,Mumbai,Byculla West,FALSE,1
603,B Merwan Bakery,2,10,50,500,Mumbai,Kamathipura,FALSE,0
604,Pizza On The Go,3,5,30,200,Mumbai,Tardeo,FALSE,6
605,Milliways Broth Noodle & Bao,3.9,10,50,500,Mumbai,Grant Road,FALSE,8
606,Mariam Shawarma,3,5,30,200,Mumbai,Kamathipura,FALSE,0
607,Cake Pop Rush,4.4,10,50,700,Mumbai,Tardeo,FALSE,1
608,Sakhi Kitchen,2,10,50,300,Mumbai,Byculla,FALSE,3
609,Gufran's Kitchen,2,10,50,300,Mumbai,Byculla,FALSE,1
610,Sharifi Restaurant,2,10,50,300,Mumbai,Mumbai Central,FALSE,2
611,Chunkies,3.9,10,50,300,Mumbai,Mumbai Central,FALSE,4
612,Surya Pratisthan,2,10,50,500,Mumbai,Grant Road,FALSE,0
613,Njks,2,10,50,500,Mumbai,Kamathipura,FALSE,0
614,Alibaba Cuisine,2,10,50,500,Mumbai,Kamathipura,FALSE,0
615,Yummy Bite,3.4,10,75,300,Mumbai,Mumbai Central,FALSE,1
616,Zeenat Bakery,2,10,50,500,Mumbai,Byculla West,FALSE,0
617,A-1 Chinese Corner,3,10,75,500,Mumbai,Byculla,FALSE,0
618,A.B Shaikh Ahmed Bakery,2,10,50,200,Mumbai,Mumbai Central,FALSE,1
619,Amar Veg Restaurant,4.2,10,100,800,Mumbai,Tardeo,FALSE,15
620,Malik Restaurant,3,5,30,300,Mumbai,Mumbai Central,FALSE,0
621,Aladdinn,3,5,30,400,Mumbai,Grant Road,FALSE,0
622,Sakhi Falooda,2,10,50,500,Mumbai,Byculla West,FALSE,0
623,Wok Of Fame,4.2,10,50,500,Mumbai,Byculla,FALSE,2
624,Chinese Corner,3,5,30,300,Mumbai,Kamathipura,FALSE,0
625,Shams Khan,2,10,50,500,Mumbai,Grant Road,FALSE,0
626,Swad Fast Food,3.8,10,50,250,Mumbai,Grant Road,FALSE,3
627,Raj Tea,2,10,100,500,Mumbai,Kamathipura,FALSE,0
628,LSD - Love Sugar & Dough,5,10,150,1000,Mumbai,Tardeo,FALSE,4
629,Food Box,3.2,10,50,300,Mumbai,Mumbai Central,FALSE,8
630,Gajraj Chinese Centre,3.6,10,50,300,Mumbai,Tardeo,FALSE,4
631,Birdy's Bakery & Patisserie,2,10,100,500,Mumbai,Tardeo,FALSE,0
632,Ramdas Bhuvan Restaurant,2,10,50,500,Mumbai,Grant Road,FALSE,0
633,Jouhar E Islam Restaurant,2,10,50,500,Mumbai,Byculla West,FALSE,0
634,Jouhar -E- Islam Hotel,2,10,50,500,Mumbai,Byculla West,FALSE,0
635,Tempteva Chocolates,2,10,50,400,Mumbai,Mahalaxmi,FALSE,1
636,Azad Hind Hotel,2,10,50,500,Mumbai,Grant Road,FALSE,0
637,Fresh Fries,3.5,10,50,400,Mumbai,Byculla,FALSE,5
638,Raj Family Restaurant & Bar,3.7,10,50,300,Mumbai,Mumbai Central,FALSE,0
639,Vadera Sweets & Savouries,3.1,10,50,200,Mumbai,Bay Side Mall,FALSE,0
640,Desserts On The Go,3.9,10,75,300,Mumbai,Tardeo,FALSE,4
641,Kelkar Market Police Chauki,2,10,50,500,Mumbai,Grant Road East,FALSE,0
642,Husaini Hotel,2,10,50,500,Mumbai,Kamathipura,FALSE,0
643,Birdy's,3.9,3,25,400,Mumbai,Tardeo,FALSE,5
644,Garib Nawaz Sweeets & Milk,2,10,50,500,Mumbai,Mumbai Central,FALSE,1
645,Suzette  Bakery,2,10,50,500,Mumbai,Tardeo,FALSE,0
646,Majestic 8,3,5,30,500,Mumbai,Byculla,FALSE,4
647,Samosa Day,2,10,50,500,Mumbai,Grant Road East,FALSE,0
648,Sheru Bar,2,10,50,500,Mumbai,Grant Road,FALSE,0
649,Sabri Bakery,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
650,D-Delicious Spy,2,10,50,300,Mumbai,Byculla,FALSE,4
651,Vadera Sweets & Savouries,4,10,50,200,Mumbai,Tardeo,FALSE,7
652,Cake Farm,2,10,50,400,Mumbai,Mumbai Central,FALSE,1
653,Sarvaya,2,10,50,500,Mumbai,Grant Road,FALSE,0
654,Breadmine Bakers,2,10,50,500,Mumbai,Kamathipura,FALSE,0
655,Santosham Restaurant,2,10,50,500,Mumbai,Grant Road,FALSE,0
656,BAWARCHI HOTEL,2,10,50,500,Mumbai,Kamathipura,FALSE,0
657,Chaos Control Cafe,4.4,10,50,200,Mumbai,Tardeo,FALSE,1
658,Rasovara,3.7,10,150,1500,Mumbai,Grant Road,FALSE,0
659,Badshah Cakes,2,10,50,300,Mumbai,Byculla,FALSE,1
660,Golden Goose,2,10,50,500,Mumbai,Grant Road,FALSE,0
661,Mehzbaan Sweets,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
662,Home Plate by EatFit,3,5,30,400,Mumbai,Tardeo,FALSE,0
663,Paratha Box - Desi Punjabi Meals,3,5,30,400,Mumbai,Tardeo,FALSE,0
664,Mumbai Fast Food Corner,2,10,50,200,Mumbai,Mumbai Central,FALSE,1
665,Original Persian Bakery,3.8,10,50,200,Mumbai,Grant Road,FALSE,1
666,Fries 4 U,3,10,75,500,Mumbai,Byculla West,FALSE,6
667,Cakes To Bake,4,10,50,350,Mumbai,Mumbai Central,FALSE,6
668,Al Madina Grills & More,2,10,50,100,Mumbai,Mumbai Central,FALSE,0
669,Cake Lab,2,10,100,500,Mumbai,Mumbai Central,FALSE,1
670,Cake Weller,2,10,50,500,Mumbai,Mumbai Central,FALSE,0
671,Cake Adda,2,10,100,500,Mumbai,Mumbai Central,FALSE,1
672,Bake Studio,2,10,100,500,Mumbai,Mumbai Central,FALSE,0
673,Cake Of Paradise,2,10,50,300,Mumbai,Mumbai Central,FALSE,1
