Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
10070,Midnight Hub - C,2,10,50,500,New Delhi,Kotla,FALSE,0
10071,Rolex Bakers,2,10,50,500,New Delhi,Vikas Marg,FALSE,1
10072,The Grilled Sandwich,4.4,10,50,250,New Delhi,Geeta Colony,FALSE,3
10073,Katyani Rasoi,4,10,50,300,New Delhi,Chander Nagar,FALSE,2
10074,Ginny  Restaurant,2,10,50,200,New Delhi,West Patel Nagar,FALSE,2
10075,Cafe Bugs Bunny,3.7,10,50,500,New Delhi,Geeta Colony,FALSE,6
10076,Heavenly Bites,3,5,30,200,New Delhi,Shastri Nagar,FALSE,0
10077,Mr. Chowman,3.7,10,50,300,New Delhi,Jangpura Extn,FALSE,1
10078,Better Burger,3,10,75,500,New Delhi,Kotla,FALSE,0
10079,Chicken Biryani,2,10,50,500,New Delhi,Kidwai Nagar,FALSE,0
10080,Riyaz Biriyani Corner,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
10081,A-153 Evergreen Hotel,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10082,Roadside Family Cafe,3,5,30,300,New Delhi,Geeta Colony,FALSE,0
10083,Eats And Treats,2,10,50,200,New Delhi,Vikas Marg,FALSE,0
10084,Amritsari Kulche,3,5,30,150,New Delhi,Laxmi Nagar,FALSE,0
10085,Goyal Corner,4,10,175,1100,New Delhi,South Extension 1,FALSE,1
10086,Rana Confectioners,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10087,Mirch Masala,2,10,100,500,New Delhi,Krishna Nagar,FALSE,0
10088,Shree Ji Sweets And Bakers,4,10,50,200,New Delhi,Ashok Vihar Phase 3,FALSE,3
10089,Pankaj Bakers,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10090,Punjabi Spice,3,5,30,400,New Delhi,Shakarpur,FALSE,2
10091,New Sindhi Namkeen & Dry Fruits,4.3,10,100,950,New Delhi,Sarojini Nagar,FALSE,0
10092,Indo Kulfi,4.2,10,50,200,New Delhi,Chander Nagar,FALSE,5
10093,The Burger Club,4,10,100,400,New Delhi,Vikas Marg,FALSE,4
10094,Magic Wrap,2,10,50,200,New Delhi,Defence Colony,FALSE,2
10095,Rs Foods,3,10,75,400,New Delhi,Khureji,FALSE,0
10096,Badnam Cafe,2,10,50,300,New Delhi,Krishna Nagar,FALSE,4
10097,Saleem's Mughlai Food,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10098,Royal Chawla Pure Veg,3.9,10,50,300,New Delhi,Krishna Nagar,FALSE,1
10099,Joshi Eating Corner,2,10,50,200,New Delhi,Shakarpur,FALSE,0
10100,Staff Canteen,2,10,100,500,New Delhi,Civil Lines,FALSE,0
10101,Roll Me One,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10102,Vijay Eating Point,4,10,50,250,New Delhi,Shakarpur,FALSE,8
10103,The Chinese Pavilion,3.7,2,15,450,New Delhi,Shakarpur,FALSE,23
10104,Veere Di Malai Chaap,3,10,75,500,New Delhi,Defence Colony,TRUE,0
10105,Veer Ji Defence Colo,3,10,75,500,New Delhi,Defence Colony,TRUE,0
10106,Ganesh Eating Corner,4.1,10,50,100,New Delhi,Shakarpur,FALSE,2
10107,Sweet Green,2,10,50,500,New Delhi,Defence Colony,FALSE,1
10108,Seba Sweets,3,5,30,500,New Delhi,West Azad Nagar,FALSE,3
10109,Agrawal Sweet Centre,2,10,50,200,New Delhi,"Parsvnath Mall, Akshardham",FALSE,0
10110,Mughlai Dhaba,3,5,30,500,New Delhi,Chander Nagar,FALSE,1
10111,The Chinese Corner,2,10,50,150,New Delhi,Laxmi Nagar,FALSE,2
10112,Hari Om Vaishno Dhaba,4.4,10,50,250,New Delhi,Laxmi Nagar,FALSE,2
10113,Hungerout Pizza,3,5,30,400,New Delhi,Vikas Marg,FALSE,0
10114,Biryani All Days,2.8,3,25,200,New Delhi,Laxmi Nagar,FALSE,3
10115,Detox Natura,2,10,50,300,New Delhi,Defence Colony,FALSE,0
10116,Kalra Sweets,4,10,75,400,New Delhi,Krishna Nagar,FALSE,4
10117,Deez Biryani Kebab Curry Roll,3.7,10,150,900,New Delhi,Lajpat Nagar 1,FALSE,9
10118,Chawnsan Chef BBQ,3,10,75,500,New Delhi,Defence Colony,FALSE,2
10119,Paratha E Murthal,2,10,50,200,New Delhi,Chander Nagar,FALSE,13
10120,Cold Love Ice Cream,4.6,10,75,400,New Delhi,Lajpat Nagar 1,FALSE,4
10121,Optimum Tasty Bites,4.1,3,25,300,New Delhi,Laxmi Nagar,FALSE,3
10122,Shaolin Master,3,5,30,500,New Delhi,Vikas Marg,FALSE,1
10123,Mosaic,2,10,100,500,New Delhi,Shakarpur,FALSE,0
10124,New Pasricha Restaurant,2,10,50,500,New Delhi,Kidwai Nagar,FALSE,0
10125,Nagpal Dillivala,3.6,10,50,300,New Delhi,Krishna Nagar,FALSE,1
10126,Hira Bakery,4.5,5,30,400,New Delhi,Vikas Marg,FALSE,2
10127,Mezbaan Biryani,2,10,50,150,New Delhi,Shakarpur,FALSE,0
10128,Baba Biryani,2,10,50,150,New Delhi,Shakarpur,FALSE,0
10129,Shakes Story,2,10,50,150,New Delhi,Shakarpur,FALSE,0
10130,Classic Pizza & Burger Cafe,2,10,50,350,New Delhi,Laxmi Nagar,FALSE,7
10131,Pahadi Momos,2,3,25,500,New Delhi,Vikas Marg,FALSE,1
10132,Chulha Bhatti,2,3,25,500,New Delhi,Vikas Marg,FALSE,1
10133,Tangy Treats,2,10,50,300,New Delhi,Vikas Marg,FALSE,4
10134,House Of Paratha,2,10,50,200,New Delhi,Chander Nagar,FALSE,3
10135,Concept Shawarma,4.1,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,14
10136,Shere Punjab Dhaba,2,10,100,500,New Delhi,Geeta Colony,FALSE,2
10137,Kebabi Karvaan - Kebabs and Curries from Food Karvaan,3,5,30,800,New Delhi,Preet Vihar,FALSE,0
10138,Rollz  Karvaan,4,10,50,200,New Delhi,Laxmi Nagar,FALSE,2
10139,Unmarried Kitchen - Value Meals At Exciting Prices,3.7,10,50,200,New Delhi,Laxmi Nagar,FALSE,5
10140,Chaye Cofee,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
10141,L House,2,10,50,500,New Delhi,Vikas Marg,FALSE,0
10142,Kalra Sweets,4,10,100,400,New Delhi,West Azad Nagar,FALSE,0
10143,Shree Shonak Bakers,2,10,50,500,New Delhi,Ashok Vihar Phase 3,FALSE,1
10144,Hira Shudh Bhojnalaya,2,10,50,100,New Delhi,Shakarpur,FALSE,0
10145,Fat Lulu's Pizza,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10146,Biryani Brothers,3,5,30,400,New Delhi,Inderlok,FALSE,0
10147,The spices grill,3,10,75,500,New Delhi,New Govindpura,FALSE,0
10148,Fry'D Rice Castle,3.1,10,75,500,New Delhi,Shakarpur,FALSE,3
10149,Mama's Paratha,3,5,30,200,New Delhi,Inderlok,FALSE,0
10150,Motilal Pulses And Grains,2,10,50,500,New Delhi,Sidora Kalan Village,FALSE,0
10151,The Delhi Bowl Company,3.9,10,75,500,New Delhi,Krishna Nagar,FALSE,5
10152,Saleem Chicken Center,3.6,5,30,500,New Delhi,Lajpat Nagar 1,FALSE,5
10153,Saleem's Restaurant,4.3,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,5
10154,Optimum Hunger Bites,3.1,3,25,400,New Delhi,Laxmi Nagar,FALSE,5
10155,Saleem's,2,10,100,500,New Delhi,Defence Colony,FALSE,0
10156,Mahak,2,10,100,500,New Delhi,Kidwai Nagar,FALSE,0
10157,Uncle Tango,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10158,Bikaner Kesarvala,3,5,30,500,New Delhi,Vikas Marg,FALSE,2
10159,Just Veg,2,10,50,200,New Delhi,Ganesh Nagar,FALSE,0
10160,Hard Balls Pool & Snooker Lounge,3.5,10,75,700,New Delhi,Vikas Marg,FALSE,0
10161,Anantha Restaurant,2,10,50,500,New Delhi,Kidwai Nagar,FALSE,0
10162,Pronto Foods,2,10,50,250,New Delhi,Shakarpur,FALSE,1
10163,Ghar Ka Khana,2,10,50,200,New Delhi,Chander Nagar,FALSE,1
10164,Khalo,2,10,50,250,New Delhi,Maharaja Nagar,FALSE,0
10165,Garhwal Mahak Chinese Food,3.3,10,50,300,New Delhi,Kidwai Nagar,FALSE,2
10166,Garwal Mehak Chinese Food,2,10,50,500,New Delhi,Kidwai Nagar,FALSE,0
10167,Maika Sweets,2,10,50,100,New Delhi,Nizamuddin,FALSE,0
10168,Fresh Cake Home Baker's,2,3,25,500,New Delhi,Laxmi Nagar,FALSE,4
10169,Naushad Bhai Nahari  Wale,3,5,30,300,New Delhi,Khureji,FALSE,0
10170,Chakhna Box,2,10,50,500,New Delhi,Shakarpur,FALSE,0
10171,Brioche Dorée,4.4,10,50,500,New Delhi,Pandav Nagar,FALSE,13
10172,Ankita Eating Corner,2,10,50,200,New Delhi,Laxmi Nagar,FALSE,2
10173,Mohan's Annapurna,2,10,50,300,New Delhi,The Chanakya Mall,FALSE,0
10174,Palak Di Rasoi,3,5,30,200,New Delhi,Geeta Colony,FALSE,0
10175,The Chinese Kafei,4.7,10,75,400,New Delhi,Vikas Marg,FALSE,1
10176,Dosa Junction,4.2,10,50,300,New Delhi,Kidwai Nagar,FALSE,1
10177,Mantouss,5,10,50,300,New Delhi,Pandav Nagar,FALSE,3
10178,Shyam Juice Corner,2,10,50,500,New Delhi,Sarojini Nagar,FALSE,0
10179,Bhog Truly Indian,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10180,Cocoalicious Delights,4.6,10,50,300,New Delhi,Lajpat Nagar 1,FALSE,2
10181,Sorriso Food With Flavours,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
10182,Optimum Quick Bites,3.4,3,25,300,New Delhi,Laxmi Nagar,FALSE,5
10183,Akram Chicken,2,10,50,200,New Delhi,Ganesh Nagar,FALSE,0
10184,Paranthe Hi Paranthe,4,10,50,150,New Delhi,Laxmi Nagar,FALSE,3
10185,Daddy & Daughters Restaurant,2,10,50,250,New Delhi,Vikas Marg,FALSE,1
10186,Palak Queen Food,3,5,30,200,New Delhi,Geeta Colony,FALSE,0
10187,Garwal Mahak Chinese Foods,2,10,50,200,New Delhi,Kidwai Nagar,FALSE,0
10188,Panjabi Delicious,3,5,30,500,New Delhi,Inderlok,FALSE,0
10189,Goodfood House,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10190,Changezi chicken,3,10,75,450,New Delhi,Defence Colony,FALSE,4
10191,Babbal Fish,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10192,Pasha's Biryani & More,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10193,Tandoori Yaari,3,5,30,400,New Delhi,Shakarpur,FALSE,0
10194,Sachin Food,2,10,100,500,New Delhi,"Prem Nagar, Patel Nagar",FALSE,0
10195,Raju Bhaiya Rajma Chawal,2,10,50,500,New Delhi,Roop Nagar,FALSE,0
10196,Parantha Junction,2,10,50,200,New Delhi,Shastri Nagar,FALSE,0
10197,De Ace Barbeque,3,5,30,500,New Delhi,Ashok Vihar Phase 4,FALSE,0
10198,Crossborders Restaurant,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10199,Arti Kitchen,2,10,50,500,New Delhi,Sidora Kalan Village,FALSE,0
10200,Pasha's Briyani,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10201,Dilli Spice,2,10,50,500,New Delhi,Kidwai Nagar,FALSE,0
10202,Wazwan,2,10,100,500,New Delhi,Kidwai Nagar,FALSE,0
10203,Bueno,4.2,10,100,500,New Delhi,"Parsvnath Mall, Akshardham",FALSE,0
10204,Aho Punjab By Terra Food Co.,4.2,10,75,500,New Delhi,Lajpat Nagar 1,FALSE,6
10205,Nasir Chicken Biryani,3,10,75,500,New Delhi,Geeta Colony,FALSE,1
10206,Anything But Sugar,4.1,10,50,250,New Delhi,Defence Colony,FALSE,7
10207,Biryani Badshah,3,5,30,600,New Delhi,Shastri Nagar,FALSE,0
10208,Red Onion,3,5,30,400,New Delhi,Ganesh Nagar,FALSE,0
10209,Suraj Hotel,2,10,100,500,New Delhi,"Prem Nagar, Patel Nagar",FALSE,0
10210,Kailash Gupta's Food Point,2,10,50,500,New Delhi,"Prem Nagar, Patel Nagar",FALSE,0
10211,Pktull,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10212,Food Theka 0 Kms,3,5,30,200,New Delhi,Kotla,FALSE,0
10213,Mama Miya Chicken & Mutton Hotel,3,5,30,500,New Delhi,Inderlok,FALSE,0
10214,Papadum,3,5,30,500,New Delhi,Lajpat Nagar 1,FALSE,0
10215,KFK Prantha Food,4.2,10,50,200,New Delhi,Geeta Colony,FALSE,6
10216,Sushito By Terra Food Co.,4.1,10,125,800,New Delhi,Lajpat Nagar 1,FALSE,11
10217,Pickup Meals By Terra Food Co.,4.1,10,75,400,New Delhi,Lajpat Nagar 1,FALSE,10
10218,Zeus Burger by Terra Food Co.,4.1,10,75,500,New Delhi,Lajpat Nagar 1,FALSE,2
10219,New Chilly Chciken,3,5,30,500,New Delhi,Inderlok,FALSE,0
10220,Domind's  Pizza,3,5,30,400,New Delhi,Shastri Nagar,FALSE,0
10221,Daana Pani,2,10,100,500,New Delhi,Defence Colony,FALSE,0
10222,Babal Chicken & Ocean Fish,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10223,Dms Booth 1787,2,10,50,500,New Delhi,"Prem Nagar, Patel Nagar",FALSE,0
10224,Gourmet Delight,2,10,50,300,New Delhi,Lajpat Nagar 1,FALSE,7
10225,Oberois,4,10,50,500,New Delhi,Defence Colony,FALSE,6
10226,Saxena Pav Bhaji,3,5,30,100,New Delhi,Pandav Nagar,FALSE,0
10227,Mj Bakery,2,10,50,500,New Delhi,"Prem Nagar, Patel Nagar",FALSE,0
10228,Pizza Studio,2,10,50,150,New Delhi,Khureji,FALSE,0
10229,Chai Mantra,3.4,2,15,250,New Delhi,Vikas Marg,FALSE,10
10230,Jaani Maani Biryani By Terra Food Co.,4.1,10,100,600,New Delhi,Lajpat Nagar 1,FALSE,8
10231,Papadum By Terra Food Co.,4,10,75,500,New Delhi,Lajpat Nagar 1,FALSE,7
10232,FoodPaco,4.1,10,50,300,New Delhi,Shakarpur,FALSE,7
10233,Food Tekha,3,5,30,250,New Delhi,South Extension,FALSE,0
10234,Hoi Foods,2,10,100,500,New Delhi,Kotla,FALSE,0
10235,Hibbooz,3.7,5,30,400,New Delhi,Pandav Nagar,FALSE,4
10236,Mum's Kitchen,3,5,30,200,New Delhi,Krishna Nagar,FALSE,0
10237,Food Care,2,10,100,500,New Delhi,Shakarpur,FALSE,0
10238,Ispicy,2,10,50,500,New Delhi,Civil Lines,FALSE,3
10239,Energy Point,3.8,10,50,500,New Delhi,Ganesh Nagar,FALSE,0
10240,Food BC,3,5,30,200,New Delhi,Rana Pratap Bagh,FALSE,0
10241,Khurana Sweets,2,10,50,300,New Delhi,Kidwai Nagar,FALSE,1
10242,Hangout Chaat,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10243,Grill House,2,10,100,500,New Delhi,Sidora Kalan Village,FALSE,0
10244,Heera  Sweets Laxmi Nagar,3.8,10,50,350,New Delhi,Laxmi Nagar,FALSE,0
10245,Hira Sweets,3.9,10,100,500,New Delhi,Vikas Marg,FALSE,5
10246,#Momo,3.7,5,30,200,New Delhi,Pandav Nagar,FALSE,1
10247,Crossborders-Multicuisine Restauran,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10248,Bhatti King,2,10,50,400,New Delhi,Lajpat Nagar 1,FALSE,8
10249,Foodies Overnight,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10250,Anhad Foods,4.5,10,75,700,New Delhi,Lajpat Nagar 1,FALSE,0
10251,Mk Agarwal Sweets,4.2,10,50,200,New Delhi,Lajpat Nagar 1,FALSE,0
10252,Sandy'ss Kitchen,3,5,30,450,New Delhi,West Guru Angad Nagar,FALSE,0
10253,Mezbaan Chicken Street,2,10,50,500,New Delhi,"Parsvnath Mall, Inderlok",FALSE,0
10254,Horn Please,2,10,100,500,New Delhi,Kotla,FALSE,0
10255,Oberoi's Foods,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,4
10256,Al- Mughal Point,2,10,50,300,New Delhi,Patparganj,FALSE,0
10257,Al Adeeb Food,3.7,10,50,300,New Delhi,Inderlok,FALSE,2
10258,Flames Pizza,3.8,10,50,300,New Delhi,Vikas Marg,FALSE,2
10259,Foodpaco Pizza,4,10,50,400,New Delhi,Laxmi Nagar,FALSE,5
10260,Akram Chicken Corner,3.8,10,75,350,New Delhi,Pandav Nagar,FALSE,2
10261,Veggie Grillz,4.2,10,50,250,New Delhi,Shakarpur,FALSE,0
10262,Flavourz,3.1,10,50,150,New Delhi,Jangpura Extn,FALSE,0
10263,Swaade-e-Khazana,2,3,25,500,New Delhi,Shakarpur,FALSE,0
10264,Radhakrishna Food Junction,2,10,50,500,New Delhi,Vikas Marg,FALSE,0
10265,Om Eating Point Restaurant,2,10,50,200,New Delhi,Vikas Marg,FALSE,1
10266,Amante Pronto Pizza,2,10,50,500,New Delhi,Jangpura,FALSE,3
10267,Subhash Punjabi Family Dhaba,3.6,10,50,350,New Delhi,Bhogal,FALSE,0
10268,Bhog,2,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,0
10269,Balaji Variety Samose Wala,4.1,10,50,500,New Delhi,Ganesh Nagar,FALSE,2
10270,Barapullah Sabji Market,2,10,50,500,New Delhi,Jangpura,FALSE,0
10271,Jhalak's Cafe,2,10,50,150,New Delhi,Vikas Marg,FALSE,1
10272,Maddi Sweet Centre,3.9,10,150,300,New Delhi,Defence Colony,FALSE,11
10273,The cake planet,3,10,75,350,New Delhi,Laxmi Nagar,FALSE,1
10274,Danish Kabab,3.8,10,50,300,New Delhi,Geeta Colony,FALSE,1
10275,A3F Foods,2,10,50,500,New Delhi,Vikas Marg,FALSE,0
10276,Sunil Hotel,2,10,50,150,New Delhi,Dhaula Kuan,FALSE,0
10277,For The Love Of Baking,2,10,50,500,New Delhi,Jangpura Extn,FALSE,0
10278,Akram Shahi Moradawadi Chicken Corner,2,10,50,500,New Delhi,Ganesh Nagar,FALSE,0
10279,Rawat Bheji Cafe,4,5,30,250,New Delhi,Krishna Nagar,FALSE,0
10280,Burger Mama,2,10,50,300,New Delhi,Shastri Nagar,FALSE,2
10281,Arabian Delites,4.2,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,3
10282,Khurana Sweets,3.8,10,125,550,New Delhi,Kidwai Nagar,FALSE,2
10283,Rawat Cafe Bheji,3,5,30,500,New Delhi,Krishna Nagar,FALSE,0
10284,Just Mirchi,2,10,50,500,New Delhi,Kotla,FALSE,0
10285,Ulta pulta nitin caf,3,10,75,500,New Delhi,Ganesh Nagar,FALSE,0
10286,If Pizza,3,10,75,500,New Delhi,Ganesh Nagar,FALSE,0
10287,Sharma Namkeen,2,10,50,200,New Delhi,Shakarpur,FALSE,2
10288,Cakelicious Bakers & Cafe,3.8,10,75,450,New Delhi,Shakarpur,FALSE,10
10289,Pizza Canteen,2,10,50,300,New Delhi,Laxmi Nagar,FALSE,2
10290,Chawlas Tandoori Junction,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10291,Hangout,4.9,10,50,200,New Delhi,West Guru Angad Nagar,FALSE,0
10292,Masters,2,10,100,500,New Delhi,Sidora Kalan Village,FALSE,0
10293,Your's Pizza,2.9,10,50,200,New Delhi,Maharaja Nagar,FALSE,0
10294,Sharabi Kukkad,3.8,10,125,700,New Delhi,Defence Colony,FALSE,1
10295,Shri Radhey Krishna,3.1,10,50,500,New Delhi,New Govindpura,FALSE,0
10296,"The Library, The Leela Palace",4.1,10,200,4000,New Delhi,Chanakyapuri,FALSE,36
10297,Raju Fast Food,2,10,50,200,New Delhi,Shadipur,FALSE,0
10298,Mughal's Kitchen,3.9,5,30,200,New Delhi,Khureji,FALSE,0
10299,Arora Bakers,2,10,50,500,New Delhi,South Extension,FALSE,1
10300,Prem Ji Delhi Wale,3.5,10,75,400,New Delhi,Krishna Nagar,FALSE,2
10301,Arabian Delites,3,10,75,350,New Delhi,Defence Colony,FALSE,1
10302,Singh's Veg Grill,3,10,75,450,New Delhi,Shakarpur,FALSE,2
10303,Tinku Dhaba Wala,2,10,50,500,New Delhi,Old Gupta Colony,FALSE,0
10304,MEGU - The Leela Palace,4.1,10,200,6500,New Delhi,Chanakyapuri,FALSE,4
10305,Jamavar - The Leela Palace,4.8,10,200,5000,New Delhi,Chanakyapuri,FALSE,8
10306,Wah Veerji Wah,2,10,50,500,New Delhi,New Patel Nagar,FALSE,0
10307,The Qube - The Leela Palace,4.3,10,200,3500,New Delhi,Chanakyapuri,FALSE,15
10308,Hongkong Bowl,3,5,30,200,New Delhi,Laxmi Nagar,FALSE,0
10309,Sharma Ji Chole Bhature,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
10310,Ashu Chicken Corner,4.2,10,50,300,New Delhi,Inderlok,FALSE,1
10311,Gupta's Sweet & Restaurant,2,10,50,500,New Delhi,Shakarpur,FALSE,1
10312,Rolls & More Hub,2,10,50,400,New Delhi,Khureji,FALSE,6
10313,Le Cirque - The Leela Palace,4.4,10,200,6000,New Delhi,Chanakyapuri,FALSE,3
10314,Vinayak Sweets,3,5,30,250,New Delhi,West Azad Nagar,FALSE,0
10315,Nikku The Ac Family Restaurant,2,10,50,500,New Delhi,Bhogal,FALSE,0
10316,Frankie's Pizza,3,10,75,500,New Delhi,Shakarpur,FALSE,2
10317,Eldorado,2,10,50,500,New Delhi,Bhogal,FALSE,0
10318,Tandoori Knights,2,10,100,500,New Delhi,Bhogal,FALSE,0
10319,"The Lobby Lounge, The Leela Palace",3.9,10,200,4000,New Delhi,Chanakyapuri,FALSE,5
10320,New Kitchen,2,10,100,500,New Delhi,Ganesh Nagar,FALSE,0
10321,Crazy Bite,3,5,30,300,New Delhi,Moti Bagh,FALSE,0
10322,China Wok Restro,3,5,30,250,New Delhi,Jangpura,FALSE,3
10323,Punjabi Mirchi,2,10,50,500,New Delhi,West Azad Nagar,FALSE,0
10324,The King Khati Roll,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10325,Siddak Foods,3.9,10,50,500,New Delhi,Geeta Colony,FALSE,5
10326,Thakur Ji Bakers 100Percent Eggless,3,10,75,500,New Delhi,Ganesh Nagar,FALSE,0
10327,Cakshy,3,5,30,300,New Delhi,Laxmi Nagar,FALSE,2
10328,Hill Top Kitchen,3.9,10,75,300,New Delhi,Shakarpur,FALSE,7
10329,Shri Dada ji Family eating point,3.2,25,75,300,New Delhi,Vikas Marg,FALSE,3
10330,World Of Pasta's,3.6,10,75,300,New Delhi,Shakarpur,FALSE,1
10331,Oberoi Kitchen,2,10,50,500,New Delhi,Rana Pratap Bagh,FALSE,0
10332,Uttranchal Vaishno Dhaba,2,10,50,500,New Delhi,New Patel Nagar,FALSE,0
10333,Shudh Shakahari Veg Biryani,3,5,30,200,New Delhi,Geeta Colony,FALSE,0
10334,Madhan Dhaba,4,10,50,200,New Delhi,GTB Nagar,FALSE,1
10335,The Terrace 24/7,2,10,50,500,New Delhi,Seelampur,FALSE,0
10336,El Restro,3.6,10,50,400,New Delhi,Jangpura,FALSE,1
10337,Shiv Bakery,4.6,10,100,500,New Delhi,Baljit Nagar,FALSE,0
10338,BreakTime,3.9,10,50,150,New Delhi,Vikas Marg,FALSE,3
10339,Shekhawat Store,2,10,50,500,New Delhi,Shakarpur,FALSE,0
10340,Jain Chole Chawal,2,10,50,200,New Delhi,Shakarpur,FALSE,0
10341,Masala Wheels,2,10,50,500,New Delhi,Maharaja Nagar,FALSE,0
10342,36 Hungry Kitchen,4,5,30,200,New Delhi,Shastri Nagar,FALSE,1
10343,Gupta Ji Amritsari Naan Wale,2,10,50,250,New Delhi,Defence Colony,FALSE,0
10344,Ekta Restaurant,4.2,10,50,300,New Delhi,Defence Colony,FALSE,4
10345,Owner Pizza.Com,3.8,10,50,300,New Delhi,Laxmi Nagar,FALSE,5
10346,Food Paco Pizza,3,5,30,300,New Delhi,Vikas Marg,FALSE,1
10347,Ghar Wali Rasoi,3,5,30,200,New Delhi,Pandav Nagar,FALSE,0
10348,Madan Dhaba,2,10,50,200,New Delhi,Model Town 1,FALSE,0
10349,51 Daawat,2,10,50,250,New Delhi,Gandhi Nagar,FALSE,0
10350,Aahar Vihar Restaurant & Bar,2,10,50,500,New Delhi,Vikas Marg,FALSE,0
10351,Garniche Chef,2,10,50,500,New Delhi,South Extension,FALSE,0
10352,Prem Sweet Corner,2,10,50,300,New Delhi,Nizamuddin,FALSE,0
10353,Gupta Eating Corner,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
10354,Guru Nanak Rasoi,2,10,50,500,New Delhi,Krishna Nagar Extn,FALSE,0
10355,Love At First Bite,3,5,30,200,New Delhi,Laxmi Nagar,FALSE,0
10356,Chicken King,2,10,50,500,New Delhi,Chander Nagar,FALSE,1
10357,Aunty's Kitchen,4,10,50,300,New Delhi,Shakarpur,FALSE,1
10358,The Cake'ry,4.1,3,25,400,New Delhi,Shakarpur,FALSE,2
10359,The Pizza Nest,4,10,50,200,New Delhi,Vikas Marg,FALSE,5
10360,Waffles & Cuphot,2,10,50,500,New Delhi,Shakarpur,FALSE,0
10361,Venus Restaurant,2,10,100,500,New Delhi,Vikas Marg,FALSE,0
10362,Cfg,2,10,50,500,New Delhi,Krishna Nagar Extn,FALSE,0
10363,IFC,4,10,50,300,New Delhi,Geeta Colony,FALSE,1
10364,Bharat Hotel,3,5,30,200,New Delhi,Nizamuddin,FALSE,2
10365,Bobo's Kitchen,2,10,50,500,New Delhi,Shakarpur,FALSE,1
10366,Pearl Garden Restaurant And Bar,3,5,30,600,New Delhi,New Moti Bagh,FALSE,0
10367,Sanno Home Made Food,3,5,30,200,New Delhi,Kotla,FALSE,1
10368,Oh! Biryani The Taste of Delhi,3.9,5,30,500,New Delhi,South Extension 1,FALSE,1
10369,Ram Ji Samose Wala,3.3,10,50,100,New Delhi,Laxmi Nagar,TRUE,1
10370,Thakur Ji Bakers,3.9,5,100,300,New Delhi,Pandav Nagar,FALSE,13
10371,Veerzi Brother's (cloud kitchen),3.8,10,75,500,New Delhi,Ganesh Nagar,FALSE,5
10372,Delhi Food Hut,2,10,50,200,New Delhi,Laxmi Nagar,FALSE,1
10373,Balaji Chhole Bhature,2,10,50,200,New Delhi,Nizamuddin,FALSE,0
10374,Sunny Tea Stall,3,5,30,500,New Delhi,West Azad Nagar,FALSE,0
10375,Waffles & Cup Hot,2,10,50,200,New Delhi,Shakarpur,FALSE,0
10376,Shahi Chicken Point,2,10,100,500,New Delhi,Krishna Nagar,FALSE,0
10377,Delicious Deli - The Gourmet Home Kitchen,4,10,50,300,New Delhi,South Extension 1,FALSE,8
10378,Homely Lunch,3,5,30,200,New Delhi,Krishna Nagar,FALSE,0
10379,The Optimum Tasty Bites,2,10,50,200,New Delhi,Khureji,FALSE,0
10380,Bliss Bakers,3,5,30,500,New Delhi,Shakarpur,FALSE,0
10381,Singh Food Junction,2,10,50,500,New Delhi,Karol Bagh,FALSE,0
10382,A Food Affair,2,10,100,500,New Delhi,West Guru Angad Nagar,FALSE,0
10383,Hotel Dolma 21,2,10,50,500,New Delhi,Jangpura,FALSE,0
10384,Pyarelal Sialkot Vegeterian,3,5,30,300,New Delhi,Krishna Nagar,FALSE,0
10385,Gannu's Shakes & Snacks,4.3,10,75,300,New Delhi,Geeta Colony,FALSE,6
